code,system
704,ICD9 Diagnosis
704.01,ICD9 Diagnosis
L66.0,ICD9 Diagnosis
L66.2,ICD9 Diagnosis
L66.8,ICD9 Diagnosis
L95.9,ICD9 Diagnosis
